,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,fixed_sulfur_dioxide
3075,6.5,0.25,0.27,13.0,0.058,29.0,140.0,0.99776,3.2,0.49,10.1,6,111.0
3076,5.8,0.19,0.31,2.7,0.03,15.0,100.0,0.99022,3.39,0.4,13.2,7,85.0
3077,7.4,0.29,0.48,12.8,0.037,57.0,182.0,0.9978,3.02,0.36,8.8,5,125.0
3078,6.4,0.34,0.44,8.2,0.043,54.0,195.0,0.99551,3.18,0.48,9.5,5,141.0
3079,6.6,0.27,0.49,8.1,0.044,53.0,195.0,0.99548,3.18,0.48,9.5,5,142.0
3080,6.6,0.26,0.49,8.2,0.047,52.0,191.0,0.99541,3.16,0.47,9.5,6,139.0
3081,6.5,0.26,0.49,8.0,0.051,46.0,195.0,0.99536,3.18,0.47,9.5,5,149.0
3082,6.8,0.25,0.3,11.8,0.043,53.0,133.0,0.99524,3.03,0.58,10.4,6,80.0
3083,6.3,0.32,0.26,12.0,0.049,57.0,170.0,0.9961,3.14,0.55,9.9,6,113.0
3084,5.8,0.24,0.45,1.7,0.046,22.0,113.0,0.99224,3.22,0.48,10.0,5,91.0
3085,6.6,0.17,0.29,13.0,0.056,33.0,95.0,0.99702,3.17,0.39,9.4,6,62.0
3086,7.0,0.39,0.22,10.7,0.058,15.0,91.0,0.99657,3.03,0.47,9.3,5,76.0
3087,7.9,0.21,0.39,2.0,0.057,21.0,138.0,0.99176,3.05,0.52,10.9,5,117.0
3088,7.0,0.3,0.28,2.2,0.042,21.0,177.0,0.99166,3.2,0.57,11.4,5,156.0
3089,8.0,0.2,0.3,1.3,0.036,15.0,86.0,0.99242,3.01,0.64,10.3,5,71.0
3090,8.0,0.18,0.3,1.2,0.033,20.0,86.0,0.99109,3.02,0.51,11.0,6,66.0
3091,7.2,0.17,0.34,6.4,0.042,16.0,111.0,0.99278,3.01,0.4,10.8,6,95.0
3092,6.8,0.21,0.49,6.4,0.041,15.0,113.0,0.99358,3.01,0.59,10.2,5,98.0
3093,6.9,0.21,0.49,6.3,0.042,15.0,109.0,0.99358,3.01,0.59,10.2,6,94.0
3094,6.8,0.26,0.34,13.0,0.058,42.0,162.0,0.99705,3.24,0.52,10.5,3,120.0
3095,7.2,0.28,0.38,2.0,0.052,23.0,156.0,0.9912,3.13,0.52,11.1,5,133.0
3096,7.4,0.34,0.28,12.1,0.049,31.0,149.0,0.99677,3.22,0.49,10.3,5,118.0
3097,6.3,0.4,0.32,8.8,0.042,18.0,106.0,0.99172,3.28,0.36,12.9,7,88.0
3098,6.8,0.4,0.3,8.8,0.045,28.0,131.0,0.9953,3.12,0.59,9.9,5,103.0
3099,6.3,0.4,0.24,5.1,0.036,43.0,131.0,0.99186,3.24,0.44,11.3,6,88.0
3100,5.8,0.35,0.26,6.8,0.034,36.0,120.0,0.99188,3.38,0.4,11.5,6,84.0
3101,6.3,0.3,0.22,3.7,0.039,34.0,132.0,0.99158,3.01,0.38,10.7,5,98.0
3102,6.9,0.28,0.28,12.2,0.042,52.0,139.0,0.99522,3.03,0.56,10.4,6,87.0
3103,7.0,0.33,0.28,5.7,0.033,39.0,195.0,0.99176,3.17,0.64,12.5,6,156.0
3104,6.7,0.26,0.49,8.1,0.052,48.0,195.0,0.99558,3.19,0.48,9.5,5,147.0
3105,7.3,0.24,0.3,2.5,0.042,31.0,104.0,0.9911,3.05,0.56,11.3,7,73.0
3106,6.7,0.4,0.22,4.0,0.034,15.0,88.0,0.99022,3.26,0.54,13.0,6,73.0
3107,5.8,0.23,0.22,1.2,0.053,15.0,99.0,0.99022,3.22,0.39,11.5,5,84.0
3108,7.1,0.4,0.23,5.8,0.035,24.0,100.0,0.99062,3.15,0.57,13.2,7,76.0
3109,5.8,0.26,0.23,10.6,0.034,23.0,111.0,0.99274,3.39,0.36,11.5,7,88.0
3110,6.8,0.31,0.22,3.5,0.058,30.0,130.0,0.993,3.01,0.44,9.6,5,100.0
3111,7.0,0.17,0.29,13.0,0.058,45.0,110.0,0.9978,3.15,0.37,9.7,6,65.0
3112,6.5,0.4,0.22,4.8,0.052,49.0,142.0,0.9946,3.14,0.62,9.2,5,93.0
3113,6.2,0.31,0.23,3.3,0.052,34.0,113.0,0.99429,3.16,0.48,8.4,5,79.0
3114,8.0,0.27,0.33,1.2,0.05,41.0,103.0,0.99022,3.01,0.45,12.4,6,62.0
3115,6.7,0.37,0.25,2.5,0.03,24.0,86.0,0.9909,3.14,0.36,11.7,6,62.0
3116,6.6,0.21,0.49,8.7,0.036,41.0,191.0,0.99294,3.01,0.56,11.0,6,150.0
3117,7.5,0.26,0.31,1.6,0.032,36.0,109.0,0.99044,3.01,0.43,11.9,6,73.0
3118,7.5,0.34,0.28,4.0,0.03,46.0,100.0,0.99022,3.2,0.5,13.2,7,54.0
3119,6.4,0.32,0.23,13.0,0.055,36.0,176.0,0.9978,3.26,0.54,9.1,5,140.0
3120,6.7,0.24,0.32,9.0,0.03,20.0,109.0,0.99262,3.34,0.36,12.6,6,89.0
3121,7.1,0.39,0.49,1.4,0.058,23.0,90.0,0.99212,3.17,0.46,10.5,6,67.0
3122,8.0,0.31,0.43,7.0,0.047,18.0,87.0,0.99628,3.23,0.64,10.6,5,69.0
3123,5.9,0.17,0.29,3.1,0.03,32.0,123.0,0.99022,3.39,0.36,13.7,7,91.0
3124,5.9,0.2,0.23,1.5,0.037,38.0,93.0,0.99022,3.36,0.49,12.0,6,55.0
3125,6.6,0.32,0.26,4.6,0.031,26.0,120.0,0.99198,3.39,0.64,12.5,7,94.0
3126,5.9,0.17,0.27,4.8,0.03,40.0,110.0,0.99226,3.39,0.64,12.1,6,70.0
3127,5.9,0.18,0.29,4.6,0.032,57.0,137.0,0.99159,3.21,0.38,11.3,6,80.0
3128,5.8,0.17,0.27,2.7,0.049,28.0,104.0,0.99224,3.39,0.55,10.3,6,76.0
3129,6.1,0.21,0.3,6.3,0.039,47.0,136.0,0.99068,3.27,0.36,12.7,6,89.0
3130,7.3,0.25,0.26,7.2,0.048,52.0,195.0,0.99587,3.12,0.37,9.2,5,143.0
3131,6.2,0.22,0.3,12.4,0.054,57.0,152.0,0.99728,3.1,0.47,9.5,6,95.0
3132,6.5,0.27,0.22,6.6,0.045,57.0,175.0,0.99364,3.16,0.36,10.1,6,118.0
3133,6.6,0.39,0.22,4.0,0.038,17.0,98.0,0.99022,3.25,0.53,13.0,7,81.0
3134,6.0,0.31,0.38,4.8,0.04,41.0,101.0,0.99022,3.24,0.56,13.1,6,60.0
3135,8.0,0.23,0.32,1.3,0.048,57.0,113.0,0.99178,3.1,0.55,11.0,6,56.0
3136,6.0,0.22,0.25,11.1,0.056,57.0,177.0,0.9961,3.08,0.36,9.4,6,120.0
3137,6.1,0.23,0.27,9.8,0.055,57.0,134.0,0.99534,3.16,0.4,10.2,6,77.0
3138,7.3,0.36,0.49,13.0,0.054,57.0,193.0,0.9978,3.06,0.49,8.6,4,136.0
3139,7.6,0.37,0.49,11.7,0.058,57.0,181.0,0.99776,3.01,0.51,9.0,5,124.0
3140,6.7,0.26,0.49,8.0,0.058,50.0,194.0,0.99545,3.13,0.5,9.6,5,144.0
3141,7.4,0.22,0.27,1.6,0.057,45.0,98.0,0.99299,3.29,0.44,9.9,7,53.0
3142,6.1,0.22,0.28,13.0,0.058,54.0,135.0,0.99665,3.2,0.38,10.5,5,81.0
3143,7.1,0.28,0.31,1.5,0.053,20.0,98.0,0.99069,3.15,0.5,11.4,5,78.0
3144,6.5,0.35,0.31,10.2,0.058,57.0,170.0,0.99692,3.18,0.49,9.4,5,113.0
3145,6.8,0.4,0.22,6.6,0.054,25.0,86.0,0.99324,3.12,0.36,11.1,4,61.0
3146,6.0,0.28,0.24,13.0,0.047,42.0,111.0,0.9978,3.1,0.45,8.9,6,69.0
3147,7.1,0.2,0.37,1.5,0.049,28.0,129.0,0.99226,3.15,0.52,10.8,5,101.0
3148,6.8,0.33,0.31,7.4,0.045,34.0,143.0,0.99226,3.06,0.55,12.2,6,109.0
3149,7.2,0.24,0.36,2.0,0.03,21.0,86.0,0.99076,3.13,0.63,12.5,6,65.0
3150,6.2,0.27,0.26,12.1,0.046,43.0,127.0,0.9951,3.16,0.37,10.8,6,84.0
3151,6.4,0.38,0.26,8.2,0.043,28.0,98.0,0.99234,3.01,0.36,11.4,6,70.0
3152,6.0,0.21,0.3,8.7,0.036,47.0,127.0,0.99368,3.18,0.39,10.6,5,80.0
3153,7.0,0.34,0.22,3.5,0.044,17.0,86.0,0.9937,3.01,0.39,9.2,5,69.0
3154,5.9,0.4,0.22,6.4,0.031,21.0,134.0,0.99151,3.24,0.46,12.2,6,113.0
3155,7.0,0.25,0.33,2.1,0.03,17.0,86.0,0.99022,3.26,0.45,12.3,6,69.0
3156,6.7,0.26,0.29,7.7,0.038,40.0,179.0,0.99479,3.23,0.56,10.4,6,139.0
3157,7.0,0.24,0.3,12.3,0.035,57.0,172.0,0.9954,3.01,0.57,10.4,6,115.0
3158,8.0,0.23,0.34,1.3,0.035,54.0,110.0,0.99176,3.07,0.55,11.0,7,56.0
3159,5.8,0.4,0.22,1.2,0.03,15.0,86.0,0.99246,3.32,0.36,13.5,4,71.0
3160,6.1,0.22,0.38,2.8,0.058,15.0,86.0,0.9908,3.01,0.64,11.4,6,71.0
3161,5.8,0.27,0.26,3.5,0.058,26.0,86.0,0.99022,3.1,0.38,11.5,6,60.0
3162,5.8,0.4,0.22,1.9,0.036,33.0,106.0,0.99022,3.21,0.64,14.0,7,73.0
3163,6.5,0.33,0.3,3.8,0.036,34.0,88.0,0.99028,3.25,0.63,12.5,7,54.0
3164,6.7,0.31,0.3,2.4,0.038,30.0,86.0,0.99022,3.09,0.36,12.8,7,56.0
3165,6.2,0.39,0.24,4.8,0.037,45.0,138.0,0.99174,3.23,0.43,11.2,7,93.0
3166,7.1,0.37,0.3,6.2,0.04,49.0,139.0,0.99022,3.17,0.36,13.6,6,90.0
3167,7.2,0.23,0.49,1.3,0.058,57.0,109.0,0.99304,3.01,0.42,9.2,6,52.0
3168,7.2,0.25,0.32,1.5,0.054,24.0,105.0,0.99154,3.17,0.48,11.1,6,81.0
3169,5.8,0.4,0.22,1.9,0.036,33.0,106.0,0.99022,3.21,0.64,14.0,7,73.0
3170,6.2,0.28,0.49,7.9,0.056,49.0,195.0,0.9956,3.18,0.52,9.4,5,146.0
3171,6.4,0.35,0.28,1.6,0.037,31.0,113.0,0.99022,3.12,0.4,14.2,7,82.0
3172,6.6,0.31,0.28,1.4,0.035,28.0,107.0,0.99022,3.01,0.4,13.2,6,79.0
3173,7.4,0.25,0.37,2.6,0.05,24.0,132.0,0.99138,3.04,0.53,11.2,6,108.0
3174,7.3,0.36,0.34,13.0,0.057,46.0,173.0,0.99751,3.14,0.57,10.2,5,127.0
3175,8.0,0.31,0.3,1.2,0.045,16.0,109.0,0.99249,3.01,0.39,10.1,5,93.0
3176,8.0,0.22,0.33,1.2,0.031,38.0,95.0,0.99239,3.01,0.36,10.3,5,57.0
3177,6.9,0.17,0.29,9.9,0.056,30.0,91.0,0.99512,3.19,0.36,9.9,6,61.0
3178,6.5,0.22,0.31,3.9,0.046,17.0,106.0,0.99098,3.15,0.36,11.5,5,89.0
3179,6.6,0.32,0.47,13.0,0.058,27.0,173.0,0.9978,3.18,0.56,9.0,5,146.0
3180,6.1,0.28,0.26,1.5,0.03,25.0,101.0,0.99022,3.03,0.41,12.1,6,76.0
3181,6.2,0.3,0.28,1.6,0.036,28.0,106.0,0.99022,3.14,0.41,13.3,6,78.0
3182,6.9,0.22,0.28,7.8,0.05,43.0,116.0,0.99326,3.22,0.6,11.5,8,73.0
3183,8.0,0.31,0.22,5.6,0.039,28.0,86.0,0.99328,3.01,0.52,11.0,4,58.0
3184,7.3,0.27,0.3,1.3,0.04,26.0,86.0,0.99222,3.28,0.53,10.7,6,60.0
3185,7.0,0.4,0.22,13.0,0.046,50.0,184.0,0.9978,3.08,0.56,9.4,5,134.0
3186,5.8,0.23,0.25,7.95,0.042,16.0,108.0,0.99486,3.39,0.61,10.3,6,92.0
3187,6.5,0.36,0.36,6.7,0.058,51.5,151.0,0.99528,3.17,0.42,9.3,5,99.5
3188,8.0,0.18,0.38,1.2,0.04,41.0,92.0,0.99062,3.01,0.6,12.0,6,51.0
3189,6.2,0.27,0.32,6.3,0.048,47.0,159.0,0.99282,3.21,0.6,11.0,6,112.0
3190,6.9,0.4,0.37,8.9,0.053,36.0,148.0,0.996,3.16,0.5,9.3,5,112.0
3191,5.8,0.345,0.34,1.2,0.058,32.0,143.0,0.99138,3.24,0.4,10.1,5,111.0
3192,7.2,0.23,0.39,1.5,0.053,26.0,106.0,0.99166,3.18,0.47,11.1,6,80.0
3193,6.4,0.2,0.22,6.6,0.046,26.0,113.0,0.99408,3.01,0.58,9.9,6,87.0
3194,6.1,0.27,0.32,6.2,0.048,47.0,161.0,0.99281,3.22,0.6,11.0,6,114.0
3195,6.0,0.3,0.33,2.1,0.042,31.0,127.0,0.99022,3.32,0.42,12.5,6,96.0
3196,6.1,0.3,0.32,2.2,0.042,41.0,142.0,0.99022,3.31,0.44,12.7,7,101.0
3197,5.8,0.17,0.3,5.4,0.045,26.0,105.0,0.99469,3.32,0.45,9.3,5,79.0
3198,6.3,0.33,0.22,13.0,0.058,36.0,161.0,0.9978,3.14,0.51,8.8,5,125.0
3199,7.0,0.17,0.3,2.6,0.043,34.0,90.0,0.99047,3.01,0.47,11.2,6,56.0
3200,8.0,0.22,0.3,1.3,0.038,45.0,122.0,0.99178,3.13,0.54,10.8,7,77.0
3201,5.8,0.24,0.22,2.3,0.05,22.0,145.0,0.99207,3.24,0.46,10.3,5,123.0
3202,7.7,0.31,0.36,4.3,0.03,15.0,87.0,0.99152,3.11,0.48,12.0,5,72.0
3203,5.8,0.185,0.22,7.1,0.048,36.0,110.0,0.99438,3.26,0.41,9.5,6,74.0
3204,6.6,0.4,0.24,11.9,0.04,54.0,159.0,0.99622,3.14,0.54,9.8,6,105.0
3205,7.6,0.39,0.46,11.7,0.058,55.0,170.0,0.99773,3.01,0.51,9.0,5,115.0
3206,7.2,0.4,0.27,5.8,0.032,40.0,118.0,0.99088,3.17,0.53,13.0,7,78.0
3207,6.0,0.34,0.32,3.8,0.044,15.0,116.0,0.99108,3.39,0.44,11.8,7,101.0
3208,7.5,0.35,0.48,12.4,0.056,57.0,176.5,0.9978,3.01,0.52,8.8,5,119.5
3209,7.3,0.38,0.23,6.5,0.05,18.0,102.0,0.99304,3.1,0.55,11.2,4,84.0
3210,5.8,0.185,0.22,7.1,0.048,36.0,110.0,0.99438,3.26,0.41,9.5,6,74.0
3211,6.3,0.27,0.49,7.6,0.049,35.0,195.0,0.99548,3.16,0.54,9.4,4,160.0
3212,6.5,0.29,0.49,7.9,0.049,35.0,192.0,0.99551,3.16,0.51,9.5,6,157.0
3213,6.4,0.17,0.3,2.8,0.034,33.0,125.0,0.99152,3.03,0.49,10.4,6,92.0
3214,6.7,0.18,0.31,10.6,0.035,42.0,143.0,0.99572,3.08,0.49,9.8,7,101.0
3215,6.8,0.37,0.49,1.5,0.058,16.0,98.0,0.99244,3.06,0.56,10.3,6,82.0
3216,6.1,0.24,0.26,1.7,0.033,57.0,134.0,0.9903,3.19,0.64,11.9,7,77.0
3217,7.0,0.32,0.29,7.6,0.03,35.0,124.0,0.99162,3.15,0.64,12.8,7,89.0
3218,6.9,0.27,0.25,7.5,0.03,18.0,117.0,0.99116,3.09,0.38,13.0,6,99.0
3219,6.5,0.29,0.49,1.7,0.04,41.0,192.0,0.9922,3.26,0.59,10.4,7,151.0
3220,6.5,0.29,0.49,1.7,0.034,41.0,193.0,0.99223,3.25,0.59,10.4,6,152.0
3221,6.1,0.22,0.25,12.1,0.035,54.0,135.0,0.99481,3.21,0.4,10.7,5,81.0
3222,6.3,0.22,0.27,4.5,0.036,57.0,157.0,0.9928,3.05,0.64,10.7,7,100.0
3223,5.8,0.23,0.25,8.0,0.043,31.0,101.0,0.99429,3.19,0.42,10.4,6,70.0
3224,6.8,0.17,0.27,8.6,0.044,45.0,104.0,0.99454,3.2,0.37,9.9,6,59.0
3225,7.3,0.23,0.41,13.0,0.048,57.0,195.0,0.9978,3.16,0.64,9.4,6,138.0
3226,6.1,0.2,0.22,1.6,0.048,46.0,129.0,0.991,3.3,0.43,11.4,6,83.0
3227,6.9,0.2,0.41,1.2,0.058,36.0,104.0,0.99317,3.01,0.39,9.2,5,68.0
3228,6.7,0.19,0.32,3.7,0.041,26.0,86.0,0.99173,3.01,0.57,10.5,7,60.0
3229,6.7,0.28,0.34,8.9,0.048,32.0,111.0,0.99455,3.25,0.54,11.0,7,79.0
3230,8.0,0.37,0.31,4.7,0.038,15.0,127.0,0.99186,3.01,0.64,12.1,5,112.0
3231,6.0,0.26,0.29,3.1,0.041,37.0,144.0,0.99022,3.22,0.39,12.8,7,107.0
3232,6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.64,10.5,6,95.0
3233,6.4,0.25,0.49,1.2,0.058,21.0,122.0,0.99238,3.01,0.4,9.5,5,101.0
3234,6.1,0.25,0.48,13.0,0.052,25.0,94.0,0.9978,3.07,0.45,9.2,6,69.0
3235,6.8,0.17,0.35,1.5,0.047,40.0,117.0,0.99111,3.07,0.64,11.1,6,77.0
3236,6.5,0.38,0.26,5.2,0.042,33.0,112.0,0.99067,3.06,0.5,12.3,7,79.0
3237,5.8,0.17,0.32,2.5,0.037,15.0,86.0,0.99022,3.04,0.58,12.6,6,71.0
3238,6.8,0.22,0.32,5.9,0.054,40.0,152.0,0.9938,3.2,0.57,10.8,6,112.0
3239,7.2,0.21,0.29,3.1,0.044,39.0,122.0,0.99143,3.01,0.6,11.3,6,83.0
3240,6.5,0.4,0.24,11.5,0.051,56.0,171.0,0.99588,3.08,0.56,9.8,6,115.0
3241,6.5,0.18,0.48,13.0,0.054,56.0,183.0,0.9978,3.01,0.61,8.5,6,127.0
3242,6.2,0.32,0.22,4.8,0.054,15.0,97.0,0.99424,3.16,0.5,9.3,5,82.0
3243,7.2,0.4,0.24,8.5,0.055,45.0,151.0,0.99626,3.2,0.52,9.2,5,106.0
3244,5.9,0.23,0.24,1.6,0.037,32.0,115.0,0.99076,3.21,0.51,11.4,6,83.0
3245,6.4,0.18,0.48,13.0,0.054,56.0,183.0,0.9978,3.01,0.61,8.5,6,127.0
3246,6.4,0.37,0.22,5.9,0.056,15.0,91.0,0.99536,3.06,0.46,8.4,4,76.0
3247,7.0,0.23,0.42,1.2,0.058,35.0,100.0,0.99318,3.04,0.4,9.2,5,65.0
3248,7.6,0.19,0.37,13.0,0.033,52.0,151.0,0.99726,3.18,0.64,10.4,6,99.0
3249,6.0,0.28,0.27,4.1,0.046,50.0,147.0,0.99126,3.27,0.56,11.6,6,97.0
3250,6.2,0.32,0.45,2.9,0.03,37.0,94.0,0.99022,3.25,0.6,12.4,6,57.0
3251,6.4,0.26,0.26,1.2,0.052,22.0,176.0,0.99304,3.09,0.54,9.3,5,154.0
3252,5.9,0.25,0.27,1.5,0.03,37.0,86.0,0.99022,3.2,0.46,12.2,6,49.0
3253,6.1,0.28,0.3,7.75,0.031,33.0,139.0,0.99296,3.22,0.46,11.0,6,106.0
3254,6.9,0.19,0.38,1.2,0.03,30.0,105.0,0.99047,3.11,0.38,11.4,5,75.0
3255,6.4,0.29,0.49,1.2,0.058,15.0,120.0,0.9924,3.06,0.41,9.5,5,105.0
3256,6.8,0.27,0.22,13.0,0.034,16.0,116.0,0.9978,3.07,0.53,9.2,5,100.0
3257,7.5,0.26,0.38,5.7,0.03,23.0,125.0,0.99338,3.13,0.62,11.1,6,102.0
3258,6.4,0.2,0.22,7.4,0.032,53.0,172.0,0.99404,3.24,0.58,11.0,6,119.0
3259,7.3,0.33,0.22,1.4,0.041,40.0,177.0,0.99287,3.14,0.48,9.9,5,137.0
3260,7.3,0.34,0.22,1.4,0.044,43.0,176.0,0.99286,3.14,0.46,9.9,5,133.0
3261,6.1,0.4,0.22,4.4,0.033,15.0,109.0,0.99058,3.35,0.47,12.4,4,94.0
3262,6.3,0.24,0.29,1.6,0.052,48.0,185.0,0.9934,3.21,0.5,9.4,5,137.0
3263,6.2,0.24,0.22,7.9,0.053,45.0,149.0,0.99545,3.23,0.52,9.3,5,104.0
3264,7.4,0.17,0.27,13.0,0.05,25.0,135.0,0.9978,3.01,0.43,8.7,7,110.0
3265,7.2,0.17,0.28,13.0,0.05,33.0,154.0,0.9978,3.01,0.43,9.0,7,121.0
3266,6.9,0.19,0.35,13.0,0.038,49.0,118.0,0.99546,3.01,0.63,10.7,6,69.0
3267,6.8,0.17,0.36,1.3,0.034,32.0,98.0,0.99058,3.02,0.58,11.3,6,66.0
3268,6.8,0.3,0.27,11.6,0.03,22.0,97.0,0.99314,3.01,0.38,11.7,6,75.0
3269,6.5,0.4,0.22,13.0,0.032,25.0,131.0,0.99565,3.23,0.51,10.7,5,106.0
3270,6.6,0.17,0.36,1.9,0.036,38.0,110.0,0.99056,3.05,0.54,11.4,6,72.0
3271,6.4,0.4,0.22,6.1,0.048,20.0,86.0,0.99362,3.19,0.42,10.0,5,66.0
3272,7.4,0.36,0.32,1.9,0.036,27.0,119.0,0.99196,3.15,0.49,11.2,6,92.0
3273,6.1,0.17,0.22,1.9,0.058,44.0,130.0,0.99255,3.07,0.41,9.7,5,86.0
3274,5.8,0.28,0.22,1.6,0.032,23.0,86.0,0.99027,3.39,0.42,12.5,5,63.0
3275,6.6,0.4,0.26,11.3,0.03,32.0,110.0,0.99302,3.27,0.64,12.9,8,78.0
3276,7.1,0.4,0.27,8.4,0.057,57.0,160.0,0.99257,3.16,0.36,11.8,6,103.0
3277,6.9,0.38,0.28,8.3,0.058,22.0,166.0,0.99506,3.16,0.64,10.6,5,144.0
3278,6.2,0.24,0.28,12.2,0.049,54.0,133.0,0.9952,3.19,0.37,10.7,6,79.0
3279,6.1,0.28,0.27,8.0,0.048,41.0,162.0,0.99498,3.21,0.51,9.9,5,121.0
3280,7.6,0.26,0.32,1.3,0.048,23.0,86.0,0.9903,3.01,0.46,12.0,6,63.0
3281,7.5,0.17,0.38,12.7,0.043,57.0,163.0,0.99706,3.15,0.64,10.4,7,106.0
3282,6.5,0.36,0.22,1.3,0.054,15.0,107.0,0.99398,3.19,0.39,8.5,5,92.0
3283,6.6,0.35,0.22,10.5,0.058,15.0,86.0,0.99588,3.13,0.38,9.9,4,71.0
3284,5.8,0.25,0.26,12.5,0.049,52.5,120.0,0.99691,3.08,0.45,9.4,6,67.5
3285,7.4,0.37,0.26,9.6,0.05,33.0,134.0,0.99608,3.13,0.46,10.4,5,101.0
3286,5.8,0.25,0.22,1.5,0.044,21.0,108.0,0.99142,3.3,0.59,11.0,6,87.0
3287,5.8,0.23,0.22,1.5,0.044,21.0,110.0,0.99138,3.3,0.57,11.0,6,89.0
3288,5.8,0.265,0.28,7.8,0.052,27.0,91.0,0.99432,3.19,0.38,10.4,6,64.0
3289,5.8,0.25,0.27,10.8,0.05,57.0,116.0,0.99592,3.1,0.5,9.8,6,59.0
3290,5.8,0.25,0.26,12.5,0.049,52.5,106.0,0.99691,3.08,0.45,9.4,6,53.5
3291,5.9,0.23,0.28,8.6,0.046,37.0,142.0,0.99432,3.23,0.53,10.6,6,105.0
3292,6.2,0.3,0.32,1.2,0.052,32.0,185.0,0.99266,3.28,0.44,10.1,5,153.0
3293,6.5,0.33,0.24,13.0,0.048,20.0,96.0,0.99456,3.06,0.36,11.5,8,76.0
3294,7.4,0.26,0.29,3.7,0.048,15.0,86.0,0.9915,3.06,0.45,11.4,6,71.0
3295,7.0,0.2,0.4,1.2,0.058,30.0,93.0,0.99322,3.03,0.38,9.2,6,63.0
3296,6.5,0.21,0.42,1.2,0.058,33.0,101.0,0.9927,3.12,0.38,9.7,6,68.0
3297,7.3,0.25,0.27,3.8,0.047,16.0,86.0,0.99173,3.07,0.46,11.3,6,70.0
3298,6.8,0.27,0.24,4.6,0.058,36.0,127.0,0.99412,3.15,0.49,9.6,6,91.0
3299,6.7,0.24,0.3,10.2,0.058,44.0,179.0,0.99666,3.01,0.46,8.9,6,135.0
3300,6.4,0.17,0.28,7.9,0.057,21.0,86.0,0.99425,3.26,0.36,10.0,6,65.0
3301,6.4,0.4,0.22,2.4,0.058,19.0,112.0,0.99314,3.18,0.4,9.2,6,93.0
3302,6.6,0.4,0.27,10.7,0.058,20.0,103.0,0.99672,3.08,0.41,9.0,6,83.0
3303,6.4,0.25,0.28,4.9,0.03,29.0,98.0,0.99024,3.09,0.58,12.8,7,69.0
3304,8.0,0.25,0.35,1.2,0.054,15.0,136.0,0.99366,3.08,0.55,9.5,5,121.0
3305,6.6,0.21,0.34,5.6,0.046,30.0,140.0,0.99299,3.22,0.38,11.0,5,110.0
3306,6.3,0.29,0.23,13.0,0.037,24.0,99.0,0.99528,3.08,0.38,10.6,6,75.0
3307,6.9,0.37,0.23,9.5,0.057,54.0,166.0,0.99568,3.23,0.42,10.0,5,112.0
3308,5.8,0.31,0.28,4.1,0.03,22.0,86.0,0.99062,3.31,0.38,11.7,7,64.0
3309,6.9,0.4,0.27,4.7,0.035,17.0,86.0,0.99058,3.12,0.36,12.5,7,69.0
3310,6.9,0.3,0.45,1.4,0.039,36.0,122.0,0.99059,3.07,0.47,11.1,7,86.0
3311,5.8,0.23,0.49,1.2,0.041,46.0,141.0,0.99119,3.16,0.62,9.7,5,95.0
3312,6.8,0.3,0.26,13.0,0.037,45.0,150.0,0.99727,3.04,0.38,12.3,6,105.0
3313,6.7,0.28,0.42,3.5,0.035,43.0,105.0,0.99022,3.18,0.38,12.2,6,62.0
3314,5.8,0.255,0.22,2.7,0.043,46.0,153.0,0.99238,3.39,0.64,11.3,6,107.0
3315,7.6,0.4,0.27,1.2,0.053,23.0,193.0,0.99164,3.22,0.38,11.6,5,170.0
3316,5.8,0.21,0.25,1.2,0.04,18.0,86.0,0.99022,3.31,0.56,11.3,6,68.0
3317,6.0,0.2,0.25,2.0,0.041,30.0,95.0,0.99078,3.27,0.56,11.1,6,65.0
3318,6.1,0.17,0.29,1.2,0.041,32.0,92.0,0.99036,3.26,0.57,11.2,6,60.0
3319,7.5,0.21,0.29,1.5,0.046,35.0,107.0,0.99123,3.15,0.45,11.3,6,72.0
3320,7.3,0.26,0.32,1.2,0.041,29.0,94.0,0.99022,3.07,0.45,12.0,6,65.0
3321,6.2,0.35,0.22,13.0,0.058,33.0,158.0,0.9978,3.15,0.5,8.8,6,125.0
3322,6.5,0.4,0.31,3.6,0.046,19.0,143.0,0.99022,3.15,0.36,12.0,8,124.0
3323,6.5,0.4,0.31,3.5,0.046,22.0,147.0,0.99024,3.15,0.36,12.0,7,125.0
3324,7.4,0.28,0.49,12.1,0.049,48.0,122.0,0.9973,3.01,0.44,9.0,5,74.0
3325,6.3,0.23,0.22,13.0,0.054,42.0,151.0,0.9978,3.12,0.6,9.3,6,109.0
3326,6.2,0.34,0.25,12.1,0.058,33.0,171.0,0.99769,3.14,0.56,8.7,6,138.0
3327,6.6,0.4,0.32,3.0,0.058,15.0,86.0,0.99022,3.1,0.63,12.8,6,71.0
3328,6.0,0.17,0.36,1.6,0.052,23.0,86.0,0.99022,3.1,0.5,11.5,7,63.0
3329,6.3,0.17,0.23,5.7,0.048,44.0,147.0,0.99382,3.08,0.54,10.0,5,103.0
3330,6.3,0.18,0.22,5.6,0.047,45.0,147.0,0.99383,3.09,0.54,10.0,5,102.0
3331,6.7,0.31,0.34,6.8,0.058,51.0,195.0,0.99538,3.33,0.56,10.3,5,144.0
